no,elapsed_ms,waktu,sample_id,batch_id,label,mq135_ratio,mq3_ratio,mq4_ratio,tgs_ratio,suhu,lembap
625,107832,00.00.16,2,AYAM-1,LAYAK,1.0347,0.9649,1.0751,1.0809,29.9,88.5
626,108344,00.00.16,2,AYAM-1,LAYAK,1.0331,0.9628,1.073,1.08,29.9,88.5
627,108754,00.00.17,2,AYAM-1,LAYAK,1.0314,0.9642,1.0686,1.0825,29.9,88.5
628,109163,00.00.17,2,AYAM-1,LAYAK,1.0208,0.9534,1.0622,1.0655,29.9,88.5
629,109778,00.00.18,2,AYAM-1,LAYAK,0.9992,0.9541,1.0651,1.0655,29.9,88.5
630,110188,00.00.18,2,AYAM-1,LAYAK,1.029,0.9534,1.0636,1.0655,29.9,88.4
631,110802,00.00.19,2,AYAM-1,LAYAK,1.0249,0.9527,1.0636,1.0695,29.9,88.4
632,111211,00.00.19,2,AYAM-1,LAYAK,1.0405,0.9689,1.0744,1.0882,29.9,88.4
633,111825,00.00.20,2,AYAM-1,LAYAK,1.0208,0.9588,1.0651,1.0679,29.9,88.4
634,112235,00.00.20,2,AYAM-1,LAYAK,1.0372,0.9731,1.0751,1.0858,29.9,88.4
635,112850,00.00.21,2,AYAM-1,LAYAK,1.0347,0.9568,1.0629,1.0711,29.9,88.6
636,113261,00.00.21,2,AYAM-1,LAYAK,1.0347,0.9642,1.0751,1.0858,29.9,88.6
637,113669,00.00.22,2,AYAM-1,LAYAK,1.0249,0.9568,1.0636,1.0727,29.9,88.6
638,114283,00.00.22,2,AYAM-1,LAYAK,1.0232,0.9669,1.0751,1.0841,29.9,88.6
639,114693,00.00.23,2,AYAM-1,LAYAK,1.0281,0.9568,1.0594,1.0711,29.9,88.6
640,115307,00.00.23,2,AYAM-1,LAYAK,1.0273,0.9561,1.0636,1.0703,29.9,88.4
641,115717,00.00.24,2,AYAM-1,LAYAK,1.0389,0.9676,1.0744,1.0841,29.9,88.4
642,116337,00.00.24,2,AYAM-1,LAYAK,1.02,0.9561,1.0636,1.0663,29.9,88.4
643,116741,00.00.25,2,AYAM-1,LAYAK,1.038,0.9655,1.0737,1.0858,29.9,88.4
644,117153,00.00.25,2,AYAM-1,LAYAK,1.0232,0.9547,1.0636,1.0695,29.9,88.4
645,117765,00.00.26,2,AYAM-1,LAYAK,1.0257,0.9568,1.0651,1.0719,29.9,88.3
646,118175,00.00.26,2,AYAM-1,LAYAK,1.02,0.9574,1.0622,1.0703,29.9,88.3
647,118789,00.00.27,2,AYAM-1,LAYAK,1.0249,0.9574,1.0636,1.0703,29.9,88.3
648,119199,00.00.27,2,AYAM-1,LAYAK,1.024,0.9534,1.0636,1.0711,29.9,88.3
649,119711,00.00.28,2,AYAM-1,LAYAK,1.0257,0.9568,1.0629,1.0727,29.9,88.3
650,120223,00.00.28,2,AYAM-1,LAYAK,1.0273,0.9541,1.0629,1.0703,29.9,88.4
651,120838,00.00.29,2,AYAM-1,LAYAK,1.0273,0.9554,1.0644,1.0703,29.9,88.4
652,121249,00.00.29,2,AYAM-1,LAYAK,1.038,0.9703,1.0758,1.0882,29.9,88.4
653,121656,00.00.30,2,AYAM-1,LAYAK,1.0265,0.9568,1.0651,1.0719,29.9,88.4
654,122271,00.00.30,2,AYAM-1,LAYAK,1.029,0.9588,1.0644,1.0735,29.9,88.4
655,122783,00.00.31,2,AYAM-1,LAYAK,1.0265,0.9574,1.0658,1.0711,29.9,88.4
656,123295,00.00.31,2,AYAM-1,LAYAK,1.0281,0.9615,1.0629,1.0671,29.9,88.4
657,123705,00.00.32,2,AYAM-1,LAYAK,1.0281,0.9514,1.0636,1.0711,29.9,88.4
658,124319,00.00.32,2,AYAM-1,LAYAK,1.0557,0.9534,1.0644,1.0735,29.9,88.4
659,124729,00.00.33,2,AYAM-1,LAYAK,1.0422,0.9724,1.0751,1.0882,29.9,88.4
660,125343,00.00.33,2,AYAM-1,LAYAK,1.024,0.9561,1.0629,1.0695,29.9,88
661,125753,00.00.34,2,AYAM-1,LAYAK,1.0364,0.9696,1.0751,1.0882,29.9,88
662,126162,00.00.34,2,AYAM-1,LAYAK,1.0232,0.9514,1.0636,1.0695,29.9,88
663,126777,00.00.35,2,AYAM-1,LAYAK,1.0265,0.9574,1.0636,1.0703,29.9,88
664,127192,00.00.35,2,AYAM-1,LAYAK,1.024,0.9541,1.0644,1.0735,29.9,88
665,127801,00.00.36,2,AYAM-1,LAYAK,1.024,0.9574,1.0644,1.0727,29.9,88.1
666,128210,00.00.36,2,AYAM-1,LAYAK,1.0364,0.9717,1.0766,1.0882,29.9,88.1
667,128825,00.00.37,2,AYAM-1,LAYAK,1.029,0.9574,1.0658,1.0727,29.9,88.1
668,129235,00.00.37,2,AYAM-1,LAYAK,1.0414,0.971,1.0831,1.0882,29.9,88.1
669,129851,00.00.38,2,AYAM-1,LAYAK,1.0265,0.9568,1.0651,1.0711,29.9,88.1
670,130258,00.00.38,2,AYAM-1,LAYAK,1.0447,0.971,1.0751,1.0891,29.9,88.1
671,130668,00.00.39,2,AYAM-1,LAYAK,1.029,0.9561,1.0644,1.0752,29.9,88.1
672,131282,00.00.39,2,AYAM-1,LAYAK,1.029,0.9574,1.0658,1.0735,29.9,88.1
673,131695,00.00.40,2,AYAM-1,LAYAK,1.0281,0.9588,1.0636,1.0744,29.9,88.1
674,132307,00.00.40,2,AYAM-1,LAYAK,1.0265,0.9588,1.0679,1.0752,29.9,88.1
675,132716,00.00.41,2,AYAM-1,LAYAK,1.0397,0.9717,1.0758,1.0891,29.9,88.3
676,133331,00.00.41,2,AYAM-1,LAYAK,1.0265,0.9594,1.0665,1.0727,29.9,88.3
677,133740,00.00.42,2,AYAM-1,LAYAK,1.0405,0.9703,1.0758,1.0874,29.9,88.3
678,134355,00.00.42,2,AYAM-1,LAYAK,1.0273,0.9568,1.0658,1.0695,29.9,88.3
679,134765,00.00.43,2,AYAM-1,LAYAK,1.0405,0.9696,1.078,1.0907,29.9,88.3
680,135174,00.00.43,2,AYAM-1,LAYAK,1.0265,0.9594,1.0636,1.0727,29.9,88.5
681,135789,00.00.44,2,AYAM-1,LAYAK,1.0405,0.9717,1.0766,1.0874,29.9,88.5
682,136198,00.00.44,2,AYAM-1,LAYAK,1.0273,0.9574,1.0636,1.0695,29.9,88.5
683,136812,00.00.45,2,AYAM-1,LAYAK,1.0008,0.9568,1.0636,1.0727,29.9,88.5
684,137222,00.00.45,2,AYAM-1,LAYAK,1.0184,0.9683,1.0751,1.0874,29.9,88.5
685,137836,00.00.46,2,AYAM-1,LAYAK,1.0265,0.9554,1.0672,1.0735,29.9,88.5
686,138246,00.00.46,2,AYAM-1,LAYAK,1.0364,0.9696,1.0751,1.0882,29.9,88.5
687,138668,00.00.47,2,AYAM-1,LAYAK,1.0208,0.9547,1.0629,1.0703,29.9,88.5
688,139271,00.00.47,2,AYAM-1,LAYAK,1.0249,0.9568,1.0651,1.0703,29.9,88.5
689,139680,00.00.48,2,AYAM-1,LAYAK,1.0273,0.9581,1.0651,1.0727,29.9,88.5
690,140295,00.00.48,2,AYAM-1,LAYAK,1.0032,0.9561,1.0636,1.0711,29.9,88.6
691,140703,00.00.49,2,AYAM-1,LAYAK,1.0265,0.9541,1.0644,1.0695,29.9,88.6
692,141318,00.00.49,2,AYAM-1,LAYAK,1.024,0.9574,1.0651,1.0695,29.9,88.6
693,141728,00.00.50,2,AYAM-1,LAYAK,1.0397,0.9635,1.0751,1.0833,29.9,88.6
694,142342,00.00.50,2,AYAM-1,LAYAK,1.0273,0.9527,1.0644,1.0679,29.9,88.6
695,142753,00.00.51,2,AYAM-1,LAYAK,1.038,0.9669,1.0751,1.0841,29.9,88.6
696,143164,00.00.51,2,AYAM-1,LAYAK,1.0249,0.9547,1.0644,1.0647,29.9,88.6
697,143776,00.00.52,2,AYAM-1,LAYAK,1.024,0.9527,1.0615,1.0679,29.9,88.6
698,144186,00.00.52,2,AYAM-1,LAYAK,1.0257,0.9581,1.0636,1.0671,29.9,88.6
699,144800,00.00.53,2,AYAM-1,LAYAK,1.0281,0.9588,1.0636,1.0695,29.9,88.6
700,145210,00.00.53,2,AYAM-1,LAYAK,1.0265,0.9527,1.0601,1.0687,29.9,88.5
701,145725,00.00.54,2,AYAM-1,LAYAK,1.0265,0.9541,1.0629,1.0679,29.9,88.5
702,146234,00.00.54,2,AYAM-1,LAYAK,1.024,0.9534,1.0615,1.0711,29.9,88.5
703,146848,00.00.55,2,AYAM-1,LAYAK,1.02,0.9574,1.0636,1.0735,29.9,88.5
704,147257,00.00.55,2,AYAM-1,LAYAK,1.0372,0.9676,1.0744,1.0825,29.9,88.5
705,147668,00.00.56,2,AYAM-1,LAYAK,1.0216,0.9541,1.0636,1.0663,29.9,88.4
706,148290,00.00.56,2,AYAM-1,LAYAK,1.0249,0.9547,1.0608,1.0671,29.9,88.4
707,148692,00.00.57,2,AYAM-1,LAYAK,1.0232,0.9547,1.0629,1.0663,29.9,88.4
708,149307,00.00.57,2,AYAM-1,LAYAK,1.0265,0.9554,1.0622,1.0647,29.9,88.4
709,149715,00.00.58,2,AYAM-1,LAYAK,1.0372,0.9683,1.0751,1.0833,29.9,88.4
710,150332,00.00.58,2,AYAM-1,LAYAK,1.0216,0.9507,1.0636,1.0671,29.9,88.5
711,150740,00.00.59,2,AYAM-1,LAYAK,1.0364,0.9717,1.0737,1.0825,29.9,88.5
712,151149,00.00.59,2,AYAM-1,LAYAK,1.0273,0.9683,1.0636,1.0679,29.9,88.5
713,151764,00.01.00,2,AYAM-1,LAYAK,1.0257,0.9507,1.0636,1.0663,29.9,88.5
714,152174,00.01.00,2,AYAM-1,LAYAK,1.0281,0.9588,1.0636,1.0671,29.9,88.5
715,152788,00.01.01,2,AYAM-1,LAYAK,1.043,0.9649,1.0758,1.0841,29.9,88.6
716,153198,00.01.01,2,AYAM-1,LAYAK,1.0192,0.9527,1.0615,1.0663,29.9,88.6
717,153812,00.01.02,2,AYAM-1,LAYAK,1.0249,0.9561,1.0629,1.0663,29.9,88.6
718,154237,00.01.02,2,AYAM-1,LAYAK,1.0364,0.9676,1.0737,1.0809,29.9,88.6
719,154836,00.01.03,2,AYAM-1,LAYAK,1.0232,0.9534,1.0629,1.0663,29.9,88.6
720,155246,00.01.03,2,AYAM-1,LAYAK,1.0347,0.9696,1.0751,1.0825,29.9,88.6
721,155655,00.01.04,2,AYAM-1,LAYAK,1.02,0.9521,1.0608,1.0663,29.9,88.6
722,156269,00.01.04,2,AYAM-1,LAYAK,1.0192,0.9521,1.053,1.0671,29.9,88.6
723,156679,00.01.05,2,AYAM-1,LAYAK,1.0208,0.9501,1.0629,1.0647,29.9,88.6
724,157294,00.01.05,2,AYAM-1,LAYAK,1.0216,0.9547,1.0615,1.0655,29.9,88.6
725,157703,00.01.06,2,AYAM-1,LAYAK,1.02,0.9507,1.0601,1.0623,29.9,88.6
726,158318,00.01.06,2,AYAM-1,LAYAK,1.0273,0.9534,1.0601,1.0655,29.9,88.6
727,158727,00.01.07,2,AYAM-1,LAYAK,1.0331,0.9669,1.0737,1.0825,29.9,88.6
728,159342,00.01.07,2,AYAM-1,LAYAK,1.0232,0.9534,1.0622,1.0679,29.9,88.6
729,159751,00.01.08,2,AYAM-1,LAYAK,1.0298,0.9642,1.0751,1.0858,29.9,88.6
730,160160,00.01.08,2,AYAM-1,LAYAK,1.0232,0.9554,1.0587,1.0703,29.9,88.7
731,160777,00.01.09,2,AYAM-1,LAYAK,1.0167,0.9541,1.0615,1.0695,29.9,88.7
732,161186,00.01.09,2,AYAM-1,LAYAK,1.024,0.9507,1.0608,1.0671,29.9,88.7
733,161799,00.01.10,2,AYAM-1,LAYAK,1.0232,0.9534,1.0629,1.0671,29.9,88.7
734,162216,00.01.10,2,AYAM-1,LAYAK,1.024,0.9507,1.0594,1.0671,29.9,88.7
735,162823,00.01.11,2,AYAM-1,LAYAK,1.02,0.9521,1.0622,1.0695,29.9,88.8
736,163233,00.01.11,2,AYAM-1,LAYAK,1.0515,0.9621,1.0744,1.0833,29.9,88.8
737,163847,00.01.12,2,AYAM-1,LAYAK,1.029,0.9514,1.0636,1.0631,29.9,88.8
738,164258,00.01.12,2,AYAM-1,LAYAK,1.0791,0.9628,1.0751,1.0833,29.9,88.8
739,164679,00.01.13,2,AYAM-1,LAYAK,1.0265,0.9481,1.0615,1.0671,29.9,88.8
740,165281,00.01.13,2,AYAM-1,LAYAK,1.0265,0.9541,1.0615,1.0663,29.9,88.9
741,165691,00.01.14,2,AYAM-1,LAYAK,1.02,0.9547,1.0622,1.0631,29.9,88.9
742,166305,00.01.14,2,AYAM-1,LAYAK,1.0216,0.9547,1.0636,1.0671,29.9,88.9
743,166715,00.01.15,2,AYAM-1,LAYAK,1.0347,0.9696,1.073,1.0833,29.9,88.9
744,167329,00.01.15,2,AYAM-1,LAYAK,1.0249,0.9541,1.0615,1.0623,29.9,88.9
745,167739,00.01.16,2,AYAM-1,LAYAK,1.0314,0.9655,1.0737,1.0833,29.9,88.8
746,168353,00.01.16,2,AYAM-1,LAYAK,1.0265,0.9561,1.0615,1.0655,29.9,88.8
747,168763,00.01.17,2,AYAM-1,LAYAK,1.0339,0.971,1.0751,1.0784,29.9,88.8
748,169195,00.01.17,2,AYAM-1,LAYAK,1.024,0.9514,1.0615,1.0631,29.9,88.8
749,169787,00.01.18,2,AYAM-1,LAYAK,1.0364,0.9689,1.0751,1.0874,29.9,88.8
750,170198,00.01.18,2,AYAM-1,LAYAK,1.0249,0.9534,1.0636,1.0663,29.9,88.9
751,170811,00.01.19,2,AYAM-1,LAYAK,1.0257,0.9514,1.0601,1.0639,29.9,88.9
752,171221,00.01.19,2,AYAM-1,LAYAK,1.0339,0.9669,1.0751,1.0841,29.9,88.9
753,171835,00.01.20,2,AYAM-1,LAYAK,1.0281,0.9521,1.0622,1.0671,29.9,88.9
754,172244,00.01.20,2,AYAM-1,LAYAK,1.0339,0.9696,1.0744,1.0841,29.9,88.9
755,172654,00.01.21,2,AYAM-1,LAYAK,1.024,0.9574,1.0629,1.0647,29.9,88.8
756,173269,00.01.21,2,AYAM-1,LAYAK,1.0265,0.9561,1.0615,1.0631,29.9,88.8
757,173678,00.01.22,2,AYAM-1,LAYAK,1.0216,0.9547,1.0615,1.0663,29.9,88.8
758,174293,00.01.22,2,AYAM-1,LAYAK,1.0281,0.9534,1.0608,1.0663,29.9,88.8
759,174702,00.01.23,2,AYAM-1,LAYAK,1.0232,0.9534,1.0594,1.0695,29.9,88.8
760,175317,00.01.23,2,AYAM-1,LAYAK,1.0216,0.9521,1.0601,1.0663,29.9,88.7
761,175726,00.01.24,2,AYAM-1,LAYAK,1.0447,0.9655,1.073,1.085,29.9,88.7
762,176445,00.01.24,2,AYAM-1,LAYAK,1.0314,0.9628,1.073,1.0792,29.9,88.7
763,176747,00.01.25,2,AYAM-1,LAYAK,1.0314,0.9628,1.073,1.0792,29.9,88.7
764,177162,00.01.25,2,AYAM-1,LAYAK,0.9852,0.9534,1.0601,1.0695,29.9,88.7
765,177775,00.01.26,2,AYAM-1,LAYAK,1.02,0.9521,1.0601,1.0647,29.9,88.6
766,178183,00.01.26,2,AYAM-1,LAYAK,1.0184,0.9507,1.0601,1.0655,29.9,88.6
767,178799,00.01.27,2,AYAM-1,LAYAK,1.0232,0.9501,1.0615,1.0647,29.9,88.6
768,179208,00.01.27,2,AYAM-1,LAYAK,1.0151,0.9527,1.0594,1.0679,29.9,88.6
769,179823,00.01.28,2,AYAM-1,LAYAK,1.0192,0.9501,1.0594,1.0663,29.9,88.6
770,180233,00.01.28,2,AYAM-1,LAYAK,1.0791,0.9649,1.0744,1.0833,29.9,88.6
771,180848,00.01.29,2,AYAM-1,LAYAK,1.024,0.9501,1.0615,1.0671,29.9,88.6
772,181257,00.01.29,2,AYAM-1,LAYAK,1.029,0.9642,1.0715,1.0776,29.9,88.6
773,181666,00.01.30,2,AYAM-1,LAYAK,1.02,0.9521,1.0601,1.0647,29.9,88.6
774,182280,00.01.30,2,AYAM-1,LAYAK,1.0216,0.9514,1.0629,1.0679,29.9,88.6
775,182690,00.01.31,2,AYAM-1,LAYAK,1.0143,0.9467,1.0509,1.0528,29.9,88.6
776,183304,00.01.31,2,AYAM-1,LAYAK,1.0103,0.9434,1.0502,1.0504,29.9,88.6
777,183714,00.01.32,2,AYAM-1,LAYAK,1.024,0.9521,1.0565,1.0631,29.9,88.6
778,184329,00.01.32,2,AYAM-1,LAYAK,1.0063,0.9395,1.0509,1.0504,29.9,88.6
779,184738,00.01.33,2,AYAM-1,LAYAK,1.02,0.9501,1.0601,1.0631,29.9,88.6
780,185353,00.01.33,2,AYAM-1,LAYAK,1.0103,0.9408,1.0418,1.0504,29.9,88.7
781,185763,00.01.34,2,AYAM-1,LAYAK,1.0208,0.9501,1.0601,1.0663,29.9,88.7
782,186171,00.01.34,2,AYAM-1,LAYAK,1.0063,0.9415,1.0502,1.0489,29.9,88.7
783,186786,00.01.35,2,AYAM-1,LAYAK,1.0273,0.9501,1.0587,1.0679,29.9,88.7
784,187196,00.01.35,2,AYAM-1,LAYAK,1.0071,0.9408,1.0488,1.0504,29.9,88.7
785,187810,00.01.36,2,AYAM-1,LAYAK,1.0103,0.9428,1.0488,1.0504,29.9,88.8
786,188220,00.01.36,2,AYAM-1,LAYAK,1.0257,0.9527,1.0587,1.0663,29.9,88.8
787,188834,00.01.37,2,AYAM-1,LAYAK,1.0087,0.9428,1.0502,1.0552,29.9,88.8
788,189244,00.01.37,2,AYAM-1,LAYAK,1.0232,0.9541,1.0622,1.0623,29.9,88.8
789,189653,00.01.38,2,AYAM-1,LAYAK,1.0111,0.9434,1.0481,1.0528,29.9,88.8
790,190268,00.01.38,2,AYAM-1,LAYAK,1.0103,0.9415,1.0516,1.0512,29.9,88.9
791,190678,00.01.39,2,AYAM-1,LAYAK,1.0331,0.9501,1.0502,1.0504,29.9,88.9
792,191292,00.01.39,2,AYAM-1,LAYAK,1.0167,0.9415,1.0481,1.0504,29.9,88.9
793,191702,00.01.40,2,AYAM-1,LAYAK,1.0087,0.9415,1.0488,1.0504,29.9,88.9
794,192316,00.01.40,2,AYAM-1,LAYAK,1.0071,0.9501,1.0502,1.0481,29.9,88.9
795,192725,00.01.41,2,AYAM-1,LAYAK,1.0232,0.9521,1.0601,1.0671,29.9,88.9
796,193340,00.01.41,2,AYAM-1,LAYAK,1.0127,0.9441,1.046,1.0536,29.9,88.9
797,193750,00.01.42,2,AYAM-1,LAYAK,1.024,0.9534,1.0601,1.0671,29.9,88.9
798,194159,00.01.42,2,AYAM-1,LAYAK,1.0087,0.9421,1.0481,1.0512,29.9,88.9
799,194774,00.01.43,2,AYAM-1,LAYAK,1.0159,0.9415,1.0509,1.0528,29.9,88.9
800,195183,00.01.43,2,AYAM-1,LAYAK,1.0079,0.9441,1.0502,1.0512,29.9,88.7
801,6,11.08.18,3,NASI-1,TIDAK_LAYAK,1.0575,0.7582,0.6538,0.8044,31.2,90.1
802,609,11.08.19,3,NASI-1,TIDAK_LAYAK,1.0584,0.7618,0.6572,0.8183,31.2,90.1
803,1019,11.08.20,3,NASI-1,TIDAK_LAYAK,1.0567,0.7493,0.65,0.8067,31.2,90.1
804,2251,11.08.21,3,NASI-1,TIDAK_LAYAK,1.0533,0.7582,0.6559,0.8171,31.2,90.1
805,3067,11.08.21,3,NASI-1,TIDAK_LAYAK,0.9303,0.7545,0.6572,0.8107,31.2,90.1
806,3477,11.08.22,3,NASI-1,TIDAK_LAYAK,0.9526,0.7524,0.6559,0.8142,31.2,90.1
807,4093,11.08.22,3,NASI-1,TIDAK_LAYAK,0.9712,0.7535,0.6584,0.8159,31.2,90.1
808,4503,11.08.23,3,NASI-1,TIDAK_LAYAK,0.9864,0.7529,0.655,0.8113,31.2,90.1
809,5115,11.08.23,3,NASI-1,TIDAK_LAYAK,0.9895,0.7561,0.6563,0.8084,31.2,90.1
810,5525,11.08.24,3,NASI-1,TIDAK_LAYAK,1.0424,0.7998,0.7032,0.8623,31.2,90.1
811,6142,11.08.24,3,NASI-1,TIDAK_LAYAK,1.0243,0.7629,0.661,0.8183,31.2,90.2
812,6549,11.08.25,3,NASI-1,TIDAK_LAYAK,1.2369,0.7981,0.701,0.8549,31.2,90.2
813,7163,11.08.25,3,NASI-1,TIDAK_LAYAK,1.6922,0.7555,0.6589,0.8079,31.2,90.2
814,7574,11.08.26,3,NASI-1,TIDAK_LAYAK,0.9895,0.7948,0.7028,0.8573,31.2,90.2
815,7983,11.08.26,3,NASI-1,TIDAK_LAYAK,1.187,0.7535,0.658,0.8107,31.2,90.2
816,8598,11.08.27,3,NASI-1,TIDAK_LAYAK,1.6051,0.7992,0.6973,0.8692,31.2,90.2
817,9007,11.08.27,3,NASI-1,TIDAK_LAYAK,1.2147,0.7545,0.6623,0.8188,31.2,90.2
818,9621,11.08.28,3,NASI-1,TIDAK_LAYAK,1.3838,0.7529,0.6576,0.8102,31.2,90.2
819,11056,11.08.29,3,NASI-1,TIDAK_LAYAK,1.4415,0.7529,0.6555,0.8107,31.2,90.2
820,11064,11.08.29,3,NASI-1,TIDAK_LAYAK,1.4415,0.7529,0.6555,0.8107,31.2,90.2
821,11464,11.08.30,3,NASI-1,TIDAK_LAYAK,1.4308,0.7587,0.6576,0.82,31.2,90.2
822,12079,11.08.30,3,NASI-1,TIDAK_LAYAK,1.3637,0.7602,0.6627,0.8183,31.2,90.2
823,12489,11.08.31,3,NASI-1,TIDAK_LAYAK,1.3864,0.7639,0.6512,0.8136,31.2,90.2
824,13103,11.08.31,3,NASI-1,TIDAK_LAYAK,1.3851,0.7529,0.6597,0.82,31.2,90.2
825,13512,11.08.32,3,NASI-1,TIDAK_LAYAK,1.4215,0.7566,0.6563,0.8142,31.2,90.2
826,14946,11.08.33,3,NASI-1,TIDAK_LAYAK,1.0525,0.7566,0.65,0.8079,31.2,90.2
827,14963,11.08.34,3,NASI-1,TIDAK_LAYAK,1.0525,0.7566,0.65,0.8079,31.2,90.2
828,15765,11.08.34,3,NASI-1,TIDAK_LAYAK,1.0474,0.7561,0.6589,0.8102,31.3,90.2
829,16175,11.08.34,3,NASI-1,TIDAK_LAYAK,1.0474,0.7561,0.6589,0.8102,31.3,90.2
830,16585,11.08.35,3,NASI-1,TIDAK_LAYAK,1.1013,0.8083,0.7137,0.873,31.3,90.2
831,16995,11.08.35,3,NASI-1,TIDAK_LAYAK,1.0609,0.7602,0.6521,0.8171,31.3,90.2
832,17609,11.08.36,3,NASI-1,TIDAK_LAYAK,1.0407,0.7535,0.6572,0.8102,31.3,90.2
833,18018,11.08.36,3,NASI-1,TIDAK_LAYAK,1.0644,0.7602,0.6542,0.805,31.3,90.2
834,18633,11.08.37,3,NASI-1,TIDAK_LAYAK,1.0644,0.7545,0.6597,0.8107,31.2,90.1
835,19043,11.08.37,3,NASI-1,TIDAK_LAYAK,1.1223,0.802,0.7046,0.8661,31.2,90.1
836,19657,11.08.38,3,NASI-1,TIDAK_LAYAK,1.0542,0.7561,0.6555,0.8022,31.2,90.1
837,20069,11.08.38,3,NASI-1,TIDAK_LAYAK,1.1195,0.792,0.6965,0.8592,31.2,90.1
838,20476,11.08.39,3,NASI-1,TIDAK_LAYAK,1.067,0.7602,0.6584,0.8119,31.2,90.1
839,21091,11.08.39,3,NASI-1,TIDAK_LAYAK,1.0704,0.7504,0.6517,0.809,31.2,90.1
840,22116,11.08.41,3,NASI-1,TIDAK_LAYAK,1.0558,0.7493,0.658,0.8107,31.2,90.1
841,22123,11.08.41,3,NASI-1,TIDAK_LAYAK,1.0558,0.7493,0.658,0.8107,31.2,90.1
842,23549,11.08.42,3,NASI-1,TIDAK_LAYAK,1.0542,0.7576,0.6538,0.8016,31.2,90.2
843,23556,11.08.42,3,NASI-1,TIDAK_LAYAK,1.0542,0.7576,0.6538,0.8016,31.2,90.2
844,24163,11.08.42,3,NASI-1,TIDAK_LAYAK,1.0441,0.7576,0.6517,0.8159,31.2,90.2
845,24572,11.08.43,3,NASI-1,TIDAK_LAYAK,1.1104,0.7959,0.6969,0.8661,31.2,90.2
846,24982,11.08.43,3,NASI-1,TIDAK_LAYAK,1.2369,0.7535,0.6542,0.8142,31.2,90.2
847,25596,11.08.44,3,NASI-1,TIDAK_LAYAK,1.0879,0.8026,0.7064,0.8692,31.2,90.2
848,26006,11.08.44,3,NASI-1,TIDAK_LAYAK,1.0407,0.7555,0.6504,0.8044,31.2,90.1
849,26622,11.08.45,3,NASI-1,TIDAK_LAYAK,1.0399,0.7566,0.6525,0.8107,31.2,90.1
850,27849,11.08.46,3,NASI-1,TIDAK_LAYAK,1.0251,0.7587,0.6512,0.8188,31.2,90.1
851,28668,11.08.47,3,NASI-1,TIDAK_LAYAK,1.0407,0.754,0.6512,0.8107,31.2,90.1
852,29078,11.08.47,3,NASI-1,TIDAK_LAYAK,1.0941,0.7953,0.6947,0.8623,31.2,90.1
853,29488,11.08.48,3,NASI-1,TIDAK_LAYAK,1.0308,0.7535,0.65,0.809,31.2,90.1
854,30102,11.08.48,3,NASI-1,TIDAK_LAYAK,1.0424,0.7514,0.6559,0.8119,31.2,90.1
855,30512,11.08.49,3,NASI-1,TIDAK_LAYAK,1.035,0.7576,0.6504,0.8136,31.2,90.1
856,31126,11.08.49,3,NASI-1,TIDAK_LAYAK,1.0449,0.7587,0.6525,0.809,31.2,90
857,31536,11.08.50,3,NASI-1,TIDAK_LAYAK,1.0923,0.792,0.6965,0.8555,31.2,90
858,32150,11.08.50,3,NASI-1,TIDAK_LAYAK,1.0483,0.7524,0.6496,0.7982,31.2,90
859,32559,11.08.51,3,NASI-1,TIDAK_LAYAK,1.1004,0.797,0.6973,0.8642,31.2,90
860,32969,11.08.51,3,NASI-1,TIDAK_LAYAK,1.0449,0.7582,0.6517,0.8125,31.2,90
861,33584,11.08.52,3,NASI-1,TIDAK_LAYAK,1.0457,0.7587,0.6525,0.8194,31.2,90
862,33993,11.08.52,3,NASI-1,TIDAK_LAYAK,1.0399,0.7519,0.6491,0.8107,31.2,90
863,34608,11.08.53,3,NASI-1,TIDAK_LAYAK,1.0508,0.7561,0.6508,0.7999,31.2,90
864,35017,11.08.53,3,NASI-1,TIDAK_LAYAK,1.0516,0.7493,0.65,0.8136,31.2,90
865,35637,11.08.54,3,NASI-1,TIDAK_LAYAK,1.0399,0.7613,0.6538,0.8107,31.2,90
866,36041,11.08.54,3,NASI-1,TIDAK_LAYAK,1.087,0.7992,0.6942,0.8623,31.2,90
867,36656,11.08.55,3,NASI-1,TIDAK_LAYAK,1.0399,0.7524,0.6512,0.8107,31.2,90
868,37066,11.08.55,3,NASI-1,TIDAK_LAYAK,1.0959,0.7871,0.7001,0.853,31.2,90
869,37475,11.08.56,3,NASI-1,TIDAK_LAYAK,1.0399,0.7545,0.6525,0.8177,31.2,90
870,38090,11.08.56,3,NASI-1,TIDAK_LAYAK,1.0399,0.754,0.6487,0.8027,31.2,90
871,38499,11.08.57,3,NASI-1,TIDAK_LAYAK,1.0358,0.7535,0.6521,0.8107,31.2,90
872,39115,11.08.57,3,NASI-1,TIDAK_LAYAK,1.0407,0.7504,0.6521,0.8107,31.2,90
873,39523,11.08.58,3,NASI-1,TIDAK_LAYAK,1.0861,0.792,0.6947,0.8549,31.2,90
874,40138,11.08.58,3,NASI-1,TIDAK_LAYAK,1.0399,0.7529,0.6471,0.7982,31.2,90
875,40547,11.08.59,3,NASI-1,TIDAK_LAYAK,1.073,0.7898,0.6947,0.8432,31.2,90
876,41162,11.08.59,3,NASI-1,TIDAK_LAYAK,1.0383,0.7529,0.6483,0.8039,31.2,90
877,41572,11.09.00,3,NASI-1,TIDAK_LAYAK,1.0747,0.7887,0.6915,0.8592,31.2,90
